,r_tc,r_gldas,r_fldas,r_ecmwf
2007-10-31,0.007583799129121571,0.009039933976012136,0.016849831365573123,8.440800922914625e-05
2007-11-30,0.0036599467438627473,0.0020841024751376714,0.0044897639041291525,4.2447720115509685e-05
2007-12-31,0.015818043812541177,0.028861586921410918,0.045249268842436075,0.0006519665524636193
2008-01-31,0.039230663877662775,0.09047818431930499,0.10831216042137207,0.003080265983657215
2008-02-29,0.0206952586522196,0.11700502169205575,0.0769443516634267,0.0022734960335585534
2008-03-31,0.001203791175423529,0.059619977600437066,0.007908245103798943,0.0011957670844170258
2008-04-30,5.572362724705882e-05,0.014853883221746541,0.0037691517267417988,0.0006985727504407004
2008-05-31,1.1630116941176471e-06,0.005214435771612443,0.0010286864155645908,0.0003851980141325909
2008-06-30,0.0,0.0034612041275811902,0.0004457097897105595,0.0002085887398513995
2008-07-31,0.0,0.0030656732533134103,0.00037022046792252965,0.00011219823031840885
2008-08-31,0.0,0.002808470270732709,0.0003284605931460216,6.565049375537889e-05
2008-09-30,0.0,0.002518560054997904,0.0002987663894755817,4.30169280677218e-05
2008-10-31,0.0040522603030039225,0.0033294364264675655,0.008089471302801366,6.10172548729782e-05
2008-11-30,0.011568414502639235,0.012298309954813303,0.03216778685526249,0.00043322769360916257
2008-12-31,0.00913824050167059,0.008533596429451751,0.03482881470979826,0.0006193632880786259
2009-01-31,0.006193804355886278,0.013318972004143882,0.019247210132093795,0.00011918653569050746
2009-02-28,0.03147709409322746,0.11551240385907927,0.13178919107167758,0.003051060188869806
2009-03-31,0.014183029631266685,0.08907247558502725,0.057673300536450464,0.002623353104838387
2009-04-30,0.0036203690162588255,0.017814942262391047,0.004574032108922114,0.0009080849466092786
2009-05-31,0.004364265239709805,0.011023470526281769,0.010755727067904139,0.0006247820261675044
2009-06-30,0.003442392145835297,0.00420258689539875,0.002005535012416625,0.0002970532430745571
2009-07-31,0.0,0.0025301151712174043,0.0004263286243534099,0.00015938757687112163
2009-08-31,0.0,0.0022192620165414293,0.0003589810123136994,9.105862705927177e-05
2009-09-30,0.0,0.00202290414677886,0.0006638353608667832,5.803402576817391e-05
2009-10-31,0.01383462525309412,0.010689403245708808,0.027535880183862497,0.00027241540513798916
2009-11-30,0.00405329935077255,0.004275796691473896,0.011812559546674966,5.7642046713269925e-05
2009-12-31,0.013733932924580403,0.014837743703629109,0.03294855006417405,0.00018060467333068877
2010-01-31,0.04176171186971767,0.06808679746277028,0.11726142205477057,0.004009255491707487
2010-02-28,0.03201065070431372,0.1166644209722292,0.11391565178396959,0.0020749113851453635
2010-03-31,0.008831285539035292,0.11639515683243856,0.06322884108115347,0.00251818647512571
2010-04-30,0.04055225553119216,0.09373126138059108,0.0868044102730188,0.0021720850523680797
2010-05-31,0.004387872790858824,0.027621587687952302,0.007533041376568081,0.00120313750082393
2010-06-30,0.0,0.007891797100019977,0.0008494704458163343,0.0007174003509636593
2010-07-31,0.0,0.003719163062715025,0.00047102205512953156,0.0003559155329451636
2010-08-31,0.0,0.003050620414651072,0.00038986314438597296,0.0001829278971563571
2010-09-30,0.0005938590673490193,0.0027215827273227417,0.00037123046589937925,0.00011301955746104205
2010-10-31,0.012465977822603936,0.018068906119548606,0.01960047542639915,0.0011667757865694497
2010-11-30,0.013587948420176483,0.035676120845324476,0.03606208230941919,0.0003114948188851252
2010-12-31,0.04028592163579213,0.14301015173808065,0.11214971882334064,0.0032131837699614515
2011-01-31,0.013582221514274509,0.2156526689966649,0.047338067061474,0.0018853660241600085
2011-02-28,0.03660105969470199,0.12019425740881534,0.11614864997734706,0.003133684915567787
2011-03-31,0.11380636497733729,0.5402324017088012,0.30082247921021865,0.010959612198623885
2011-04-30,0.003679953230431374,0.11311728399568717,0.02295508916141997,0.005663484669068671
2011-05-31,0.005107603594121571,0.022592856196474317,0.027584285133718037,0.002106211521386735
2011-06-30,0.00347229599301961,0.013296678001777794,0.002724615346573517,0.0010851708241202249
2011-07-31,0.0,0.0037228248236908018,0.0005444061485046565,0.00051257751412283
2011-08-31,0.0,0.0027177047055905092,0.000441185044777761,0.0002540538056575939
2011-09-30,0.0,0.0023404123437892753,0.0005492392212601592,0.00014763802424888094
2011-10-31,0.008027690595078433,0.006672395632985191,0.031865048288947255,0.00013947952793711964
2011-11-30,0.008825808693760775,0.008342379426620052,0.012367441673504,0.00011527732934543104
2011-12-31,0.0002571648664509804,0.005155703925303378,0.0031766671831401127,7.746340760109235e-05
2012-01-31,0.019236248561772543,0.03570678187467328,0.05903731918974105,0.0011523672459867007
2012-02-29,0.0077193385184352965,0.01426310295180605,0.01043900293014309,0.00011814558325302577
2012-03-31,0.025098120090066674,0.15347149330782667,0.07542603016649792,0.0023468296188488683
2012-04-30,0.011452489002874522,0.0889493245541399,0.05311658068600826,0.001421947245289843
2012-05-31,0.00027016535519215694,0.021603446290420124,0.0018042562098175485,0.0006338083747691325
2012-06-30,1.1630116941176471e-06,0.006007796811252721,0.0007133867799142839,0.00033665573081840297
2012-07-31,0.0,0.004212934376036638,0.0004469817378517672,0.00017442443219786933
2012-08-31,0.0,0.003612786075585274,0.0003969187505501926,9.676059240500929e-05
2012-09-30,0.0,0.0031590721195518955,0.0004340973355932802,6.091817565836906e-05
2012-10-31,0.004402346516541177,0.007479764184943631,0.01019220724653949,6.090697913536348e-05
2012-11-30,0.02291797293975689,0.0633164518607864,0.031960486203492164,0.002096454213207825
2012-12-31,0.06898397220998433,0.1927117681260304,0.16912207443854882,0.005841813077599091
2013-01-31,0.005259350376200002,0.14780958571473005,0.02702622866152407,0.0014677529358560443
2013-02-28,0.0028575450425372567,0.04760307872281495,0.011418167527098429,0.0009304816672230425
2013-03-31,0.0066166240766470635,0.03127063336292617,0.014587011736420168,0.0006781005311359161
2013-04-30,0.004020843886482354,0.018458971895557303,0.012882289293025357,0.00045807613129684283
2013-05-31,0.0014606130438196074,0.005569505448371581,0.0024891589606497884,0.0002725499507197941
2013-06-30,0.0003243265160470588,0.0034973456834689574,0.0010227783378693213,0.00016911755217278288
2013-07-31,0.0,0.002902019932759364,0.00043621153103415864,9.158937270150092e-05
2013-08-31,1.0084775552941177e-05,0.0026581331665532517,0.00036976237184393763,5.497405231618063e-05
2013-09-30,0.003503384888082355,0.004241569614459841,0.0010478694690417769,4.900893693432294e-05
2013-10-31,1.099096420392157e-05,0.002375395266700166,0.0022017173606908654,2.992885635560237e-05
2013-11-30,0.007060393798713731,0.003288683613419453,0.007697160805469907,4.5154248497194164e-05
2013-12-31,0.003682818998003923,0.0027651632983069045,0.003696952056288969,2.7584810923755397e-05
2014-01-31,0.0026289949906352964,0.004378849989633737,0.005137236834627655,2.8871747358191946e-05
2014-02-28,0.022435671511764708,0.049576373311603604,0.07645960735218373,0.0016786762575717678
2014-03-31,0.012143323782415697,0.022014433312577082,0.05215002200714394,0.0015003214729847213
2014-04-30,0.006590361060192156,0.011554194316510724,0.015711698123855037,0.00021220611030603763
2014-05-31,5.8183590925490196e-05,0.003751991856606395,0.0014828728207474892,0.00010877317314646408
2014-06-30,0.0,0.002131379121123221,0.0006405970686756519,6.98712557745625e-05
2014-07-31,0.0,0.0018375387066530185,0.00041144121191140885,4.49706567729819e-05
2014-08-31,2.9056645411764703e-05,0.0017400902523138672,0.00043099821807179574,3.290657525451791e-05
2014-09-30,0.003640461643725492,0.0030100342663254643,0.0005917646706185921,3.121087076289303e-05
2014-10-31,0.004972462065796079,0.00660138882390055,0.0017831391687665244,2.8904975827425602e-05
2014-11-30,0.009718846992039214,0.009696730466066904,0.015515501523155787,0.0002645650426055267
2014-12-31,0.05275902436487842,0.0663172633589245,0.14844967820708946,0.0031247628584989678
2015-01-31,0.00014707995659607838,0.02574368671895469,0.007193069006632649,0.00019897570211236732
2015-02-28,0.017549284192956847,0.10692422922073018,0.10944928883780727,0.0019124833465159906
2015-03-31,0.003006076340725492,0.0323984174122265,0.007005746391473667,0.0002871814709009579
2015-04-30,0.008891494540301961,0.011282128351843695,0.014794663487072039,0.000239578200002127
2015-05-31,0.0004560320682156862,0.0041937355701600594,0.0011059541334781245,0.00014022197782813568
2015-06-30,1.805271130980392e-05,0.002911143101695738,0.0005729545564260392,8.9740289030799e-05
2015-07-31,0.0,0.0025157227015298912,0.00038894919258908984,5.497666009234494e-05
2015-08-31,0.0,0.0022885727257308582,0.00034550329995106663,3.506482481896807e-05
2015-09-30,0.0,0.002118671503039345,0.0003456906888988897,2.566562006748751e-05
2015-10-31,0.004263003983137254,0.002265281850297046,0.0037057277722497804,2.6227060383340423e-05
2015-11-30,0.01573903391529804,0.008298571237556462,0.020528064011337725,7.614875396861914e-05
2015-12-31,0.019653361376305873,0.03923055950341608,0.04903340662745299,0.0012846976272699305
2016-01-31,0.07334782529572158,0.26296459889412716,0.21348312607128878,0.003934151610822465
2016-02-29,0.0053377774341607865,0.17536840786814015,0.054641756908781196,0.0016088243118415634
2016-03-31,0.13001015854962353,0.5902377517543037,0.3796222574294915,0.009294541373786418
2016-04-30,0.006963305685882355,0.062249270953833834,0.01536662416320503,0.0024629551623366126
2016-05-31,0.0035240540340784336,0.013668439778091748,0.005565567561486767,0.001168393633602254
2016-06-30,1.1630116941176471e-06,0.004795054943909952,0.0014757920657508807,0.0005617390068453111
2016-07-31,0.0,0.003364843202072909,0.0004906155301152293,0.000268013973654632
2016-08-31,0.0,0.002933632989963005,0.0004293382702169574,0.00013802981192290412
2016-09-30,0.0,0.0026050860856207934,0.0003992787479969124,8.473410555747768e-05
2016-10-31,0.022438855056615706,0.019803325088453855,0.039700382742387665,0.0009490679823548841
2016-11-30,0.013268907046658842,0.028856264398974395,0.020455440889619838,0.0006814934068030299
2016-12-31,0.03674893582710588,0.17909833704809094,0.05708531757082195,0.0033236877671836192
2017-01-31,0.5252574406239173,0.8597349845520453,0.35516762094042176,0.015444801193864217
2017-02-28,0.7911742353125963,1.0889433059031053,0.78154441936589,0.02722771712105662
2017-03-31,0.03805151429284705,0.23134146585388277,0.0960182809919245,0.009525040694349271
2017-04-30,0.022957000896207835,0.19299892634046983,0.08775340186595348,0.005207567242924433
2017-05-31,6.441334817254901e-05,0.031695858356528564,0.00270318423718326,0.003043524932556716
2017-06-30,0.0015543902341529406,0.0077403878780222864,0.0033150480851107614,0.001406941732493929
2017-07-31,0.0,0.004632749349507543,0.0005734914979049569,0.0006099168830555967
2017-08-31,1.0084775552941177e-05,0.004013099953644033,0.0005052216173065367,0.0002875468109230791
2017-09-30,0.0003095779409803922,0.0035088497500883426,0.0005264946205875381,0.00016731560077096997
2017-10-31,0.0012757273259490192,0.004796454899114813,0.0012356311970883964,0.00012102330691920049
2017-11-30,0.02299654177853726,0.019554084871997817,0.052363668086752364,0.0008432033728207933
2017-12-31,0.0007803927448156865,0.007362091984974488,0.005004577542309677,0.00010671879637370626
2018-01-31,0.020379830278231374,0.03626663379808097,0.07376640403831508,0.0011257335520362282
2018-02-28,0.0035993165627137267,0.016234443302238312,0.007231934647609069,0.000272101242832952
2018-03-31,0.039594970740121554,0.15279844426534495,0.07205914973596804,0.0034510509504571104
2018-04-30,0.017084613363050973,0.1350500708770274,0.04931342068358378,0.0028351793612202618
2018-05-31,0.0034835690651451004,0.016319258277464603,0.0035687256866147976,0.0009277926249825157
2018-06-30,0.0,0.004451352576391646,0.0005564747204460357,0.00046699506355581675
2018-07-31,0.0,0.0035816241017596847,0.0004228146018210735,0.00023028422942085832
2018-08-31,0.0,0.002857376155461975,0.00037908109322905503,0.00012144499803416521
2018-09-30,0.0,0.0025496554503010886,0.00034736011788658874,7.552039119918205e-05
2018-10-31,0.0035265080741529427,0.003765517211519866,0.004439238508884792,6.258668707887356e-05
2018-11-30,0.02031474865795688,0.01914803209798608,0.03258613545248373,0.0005579225707661128
2018-12-31,0.01606982013726275,0.018324737930917753,0.02454892136116374,0.0008786300988711135
2019-01-31,0.0625862635856235,0.15253634580696918,0.08910972204411319,0.004378483605679841
2019-02-28,0.5360516402789768,0.6425407540432995,0.4168738022710712,0.013894568032159093
2019-03-31,0.2495581796928549,0.5343631630825091,0.26867488778769566,0.010768470217696465
2019-04-30,0.006168335090792156,0.17528598877749832,0.033920943488237015,0.006045734527905563
2019-05-31,0.014773161988564706,0.04809083264030796,0.019398429097991172,0.003222211096200815
2019-06-30,0.0,0.011527758158588254,0.006089336441725499,0.0015660076576196472
2019-07-31,0.0,0.004212787869779191,0.0005578710761970555,0.0007182275040302647
2019-08-31,3.875183316078432e-05,0.0033190067107817032,0.00046779377555245097,0.00033993345079513386
2019-09-30,0.0035402317442980425,0.0036057473062144135,0.0008550415737762586,0.00020387030512754079
2019-10-31,0.0,0.002685863549890995,0.0012304005374662984,0.00013634395753529656
2019-11-30,0.003872405580823531,0.005461459553690418,0.0036505555488414877,0.00011610934663033978
2019-12-31,0.026184150372172553,0.013938308599011911,0.05410076448556411,0.0016353173152934954
2020-01-31,0.01099609704086667,0.012097412791270861,0.02280079310511693,0.0006342276286562459
2020-02-29,0.0,0.029211492336319027,0.003163402420309081,0.0004119362343530665
2020-03-31,0.00888061932267059,0.06908129240679539,0.02189565931156824,0.00041718600691219857
2020-04-30,0.005565834015333334,0.03075944099559217,0.007559928216218977,0.0004979631499366056
2020-05-31,0.00598473869222353,0.01034424014110915,0.008934629503406977,0.0003292853433246449
2020-06-30,6.757263038823529e-05,0.003989909326669084,0.001715036808535852,0.00017476599816984575
2020-07-31,0.0,0.0026242375967268357,0.00042259687033217766,0.0001036819968206359
2020-08-31,0.0,0.0022306058054849865,0.00038623561418854905,6.294711546804904e-05
2020-09-30,0.0,0.0019841586292897694,0.0003712785016627691,4.1849637864743486e-05
2020-10-31,0.0,0.003052005484112018,0.0006714451420654236,3.096335490767956e-05
2020-11-30,0.006236181816278434,0.009870646453584247,0.01275130262346455,5.781772566594702e-05
2020-12-31,0.008665283452,0.008704578642540504,0.01099481259155052,0.00010221634900141838
2021-01-31,0.015257136806854903,0.04519881602631357,0.03188903539024741,0.0006619604396370779
2021-02-28,0.007679885162007842,0.016749647113784343,0.017605803236166798,0.0004797391544723198
2021-03-31,0.009393321123078427,0.04807174925164687,0.015485970621483686,0.0002749099223043149
2021-04-30,0.0004485056269764705,0.013877644430622909,0.003023727766584633,0.00011517688455309305
2021-05-31,0.0,0.004781814618967497,0.0007995145520900861,7.993969701942275e-05
2021-06-30,0.0,0.002941720135878662,0.0004314698540376776,5.215067586886135e-05
2021-07-31,0.0,0.002523919995847922,0.00036870472961702237,3.4505909112385906e-05
2021-08-31,0.0,0.0026378727917836077,0.00032018416000949187,2.2721666409248932e-05
2021-09-30,0.0005131905979607844,0.0022111801097632862,0.0003655333940808497,1.8799046805627205e-05
