,ETkc,petsum,aetsum,aetimsum,petimsum,kc_mean,irr_frac
2001-01-01,0.0006987812728292406,0.0012663050711410049,0.0003392492156820098,0.0004970700439453125,0.0019234799560546877,0.14784853,0.4494188299108873
2001-02-01,0.00048704478109983245,0.0009324319040230638,0.0003672895694627451,0.00047835,0.0012071700439453125,0.14987563,0.4494188299108873
2001-03-01,0.001303558075839788,0.0026776495657664704,0.0007492333229044607,0.0009666,0.0033630299560546877,0.15233223,0.4494188299108873
2001-04-01,0.0018282096975145894,0.0020395300895284314,0.0004651980379430146,0.0006083100219726563,0.002601359912109375,0.3240651,0.4494188299108873
2001-05-01,0.00466723603987455,0.004765650491242574,0.00039102357590274514,0.0005074200439453125,0.005986440087890625,0.40792158,0.4494188299108873
2001-06-01,0.004084140853006403,0.0033374546128083333,0.0004692099707769117,0.0005785200439453126,0.004200209912109376,0.50466627,0.4494188299108873
2001-07-01,0.0067558278977186805,0.004564827199094289,0.0023168146878194606,0.002895659912109375,0.00574541982421875,0.53351504,0.4494188299108873
2001-08-01,0.005652228124846844,0.00419941048827147,0.0015011834909831126,0.0018991799560546879,0.0052794,0.511076,0.4494188299108873
2001-09-01,0.002402518949232757,0.003339462469661299,0.0005923562783871813,0.0007509600219726563,0.00419598017578125,0.29901657,0.4494188299108873
2001-10-01,0.0009934336787625964,0.0019693224117721324,0.00014702932690151963,0.00018819000549316408,0.0025549198242187502,0.21696766,0.4494188299108873
2001-11-01,0.00028855552705901114,0.0003354194452325981,4.789933627980391e-05,0.00010125000000000001,0.000782819989013672,0.17671242,0.4494188299108873
2001-12-01,0.00029914585808697497,0.0003940943105832842,0.00022085796406671573,0.00036017998352050784,0.0006438600219726563,0.141929,0.4494188299108873
2002-01-01,0.000447262971466475,0.0006949627412549019,0.00030269751608191184,0.00044280000000000003,0.0010183500000000001,0.14784853,0.4494188299108873
2002-02-01,0.0007980820843625721,0.0015393343976433335,0.0005229367080233333,0.0006813899780273438,0.002003309912109375,0.14987563,0.4494188299108873
2002-03-01,0.0011504838947797428,0.002394818087299363,0.000734040884125098,0.0009270900878906251,0.003017520263671875,0.15233223,0.4494188299108873
2002-04-01,0.001948848590799024,0.002316636492699755,0.00045729716916406867,0.0005701500000000001,0.002930490087890625,0.3240651,0.4494188299108873
2002-05-01,0.004043364214748659,0.0040584092602745335,0.0005359700787342402,0.0006499800109863281,0.00509300947265625,0.40792158,0.4494188299108873
2002-06-01,0.0064217009498956056,0.00486764814961174,0.0014638522692137252,0.0018243000000000003,0.006130980175781251,0.50466627,0.4494188299108873
2002-07-01,0.006803125735093791,0.0046404996403990924,0.0021241460764477695,0.0027508500000000004,0.00583623017578125,0.53351504,0.4494188299108873
2002-08-01,0.0054921125362490004,0.004179520954000835,0.0011761010785515196,0.00154035,0.005240610351562501,0.511076,0.4494188299108873
2002-09-01,0.002601675943403513,0.0036678558374204904,0.00042514779800737764,0.0005348699890136718,0.004613490087890625,0.29901657,0.4494188299108873
2002-10-01,0.000982455005019482,0.0019187809917704164,0.00012202610239397057,0.0001584,0.0026026200439453126,0.21696766,0.4494188299108873
2002-11-01,0.0004993222560899742,0.0007997582969484314,9.484728825500001e-05,0.00017621998901367188,0.0014801400878906251,0.17671242,0.4494188299108873
2002-12-01,0.0003025906491027347,0.0005894454534515685,0.0001858332512856372,0.0002556,0.0008118899780273439,0.141929,0.4494188299108873
2003-01-01,0.0001745573771550015,0.00013429709703301473,6.826482816218139e-05,0.00014327999725341798,0.0002809799835205078,0.14784853,0.44965129794653236
2003-02-01,0.0007689337205557072,0.0015905771824274027,0.0005343507782633333,0.0006702300109863281,0.0019946698242187502,0.14987563,0.44965129794653236
2003-03-01,0.0010843004492392609,0.0021171843602675244,0.0007411902233266667,0.000944459912109375,0.002676240087890625,0.15233223,0.44965129794653236
2003-04-01,0.0014597056493238557,0.0015265870073272552,0.0004916795362229657,0.0006687899780273437,0.00206531982421875,0.3240651,0.44965129794653236
2003-05-01,0.004204488173292311,0.003939086173348309,0.0008456141689068627,0.001119240087890625,0.004948110351562501,0.40792158,0.44965129794653236
2003-06-01,0.006213459343220897,0.004785313388130735,0.0012884070415659806,0.0016474501098632812,0.006013079736328125,0.50466627,0.44965129794653236
2003-07-01,0.006372063833379503,0.00479408552520027,0.0012622716966557354,0.0015613200439453126,0.006031890087890625,0.53351504,0.44965129794653236
2003-08-01,0.005550720374528671,0.00425517769776424,0.001523046986869289,0.0018744299560546876,0.00535635,0.511076,0.44965129794653236
2003-09-01,0.0024651287155162214,0.0035073211563666665,0.0004986077854351715,0.0006203700439453125,0.00441566982421875,0.29901657,0.44965129794653236
2003-10-01,0.001230926299030235,0.0026170975864262505,0.00010739952054958333,0.00014030999450683596,0.003281309912109375,0.21696766,0.44965129794653236
2003-11-01,0.00042276090028170774,0.0007091338536589706,0.00015859001185188724,0.0002538900054931641,0.0011355299560546876,0.17671242,0.44965129794653236
2003-12-01,0.00025315400603157873,0.00028542895320659314,0.0001341315322334559,0.00023426998901367188,0.0004956299560546876,0.141929,0.44965129794653236
2004-01-01,0.00044596179570359333,0.000550797932534706,0.0002900379139474756,0.00046367995605468756,0.0008808300109863281,0.14784853,0.44965129794653236
2004-02-01,0.0006947237620849872,0.00119102224850826,0.0005416947386611764,0.0006963299560546875,0.0015295500000000002,0.14987563,0.44965129794653236
2004-03-01,0.0013090105972190676,0.002784762802982108,0.0007480082922967404,0.0009345600219726562,0.0035069400878906254,0.15233223,0.44965129794653236
