,ORO,TMT,TAB,THD,TFR
2012-07-01,3.29685274488,0.08254694856,0.05317285584,0.016096914,0.01327717872
2012-08-01,2.7500929992,0.08751663948,0.05875188588,0.0158378832,0.0129268704
2012-09-01,2.43880088508,0.08584527408,0.05641444128,0.0159797334,0.0134510994
2012-10-01,2.25290681472,0.08162307204,0.05126219532,0.01624739856,0.01411347816
2012-11-01,2.2961908614,0.07556421828,0.04524281292,0.01623136332,0.01409004204
2012-12-01,3.11449752864,0.07361285292,0.04472105088,0.01575647352,0.01313532852
2013-01-01,3.3204220807200002,0.075057258,0.0458114472,0.01587735456,0.01336845624
2013-02-01,3.51309412368,0.05877285504,0.02830343208,0.01627946904,0.01418995392
2013-03-01,3.67816458468,0.0808299444,0.05057021304,0.0162079272,0.01405180416
2013-04-01,3.75028122636,0.08266412916,0.05237726124,0.0163189404,0.01396792752
2013-05-01,3.46868020932,0.08336844624,0.05397585132,0.01595629728,0.01343629764
2013-06-01,3.15494827176,0.08333267532,0.0536440452,0.01618449108,0.01350413904
2013-07-01,2.64424067952,0.08921637492,0.059638758,0.016066077,0.01351153992
2013-08-01,2.19987334212,0.0875832474,0.05840897844,0.01587365412,0.01330061484
2013-09-01,2.01462684876,0.08619311544,0.0568510932,0.015913125480000002,0.01342889676
2013-10-01,1.885219995,0.08645708016,,0.01584651756,0.01322537256
2013-11-01,1.71653050368,0.08115805008,0.05116968432,0.01611294924,0.01387541652
2013-12-01,1.58610972936,0.08935699164,0.0597867756,0.01598343384,0.0135867822
2014-01-01,1.55671220052,0.098092497,0.06783029868,0.0161647554,0.01409744292
2014-02-01,1.73549279172,0.09323628624,0.06198113652,0.0165224646,0.01473268512
2014-03-01,2.11677872844,0.09260104404,0.06258554172,0.0161092488,0.01390625352
2014-04-01,2.31468936096,0.0878176086,0.05689919892,0.01644968928,0.0144687204
2014-05-01,2.13907757988,0.09055223376,0.0597867756,0.016374447,0.01439101116
2014-06-01,1.86426687024,0.08529637548,0.05564474976,0.01605004176,0.01360158396
2014-07-01,1.54513352376,0.09485091156,0.06441602604,0.01629057036,0.01414431516
2014-08-01,1.35730412328,0.09581795988,0.06472316256,0.0165101298,0.01458466752
2014-09-01,1.32707522892,0.09254307048,0.06304069584,0.0157022004,0.013800174240000001
2014-10-01,1.1763945456,0.092325978,0.06451840488,0.0157638744,0.013136562
2014-11-01,1.12301693208,0.09357919368,0.06370184112,0.01606977744,0.01380757512
2014-12-01,1.66148275824,0.09051522936,0.06178007928,0.01567506384,0.01306008624
2015-01-01,1.78109208036,0.08726007564,0.0582140886,0.01578361008,0.01326237696
2015-02-01,2.14072797612,0.08690606688,0.05612580696,0.01638184788,0.014398412040000001
2015-03-01,2.21238329628,0.09254677092000001,0.06147911016,0.01647435888,0.01459330188
2015-04-01,2.19867316608,0.09232844496,0.06087963888,0.01662977736,0.01481902872
2015-05-01,1.93086122196,0.09246659472,0.06053056404,0.01677902844,0.01515700224
2015-06-01,1.72118195676,0.09139963452,0.0598361148,0.01668158352,0.0148819362
2015-07-01,1.43325318732,0.09253196916,0.06324422004000001,0.01589709024,0.01339065888
2015-08-01,1.32243487716,0.08509408476,0.05444950764,0.0163621122,0.01428246492
2015-09-01,1.30406835996,0.09478553712,0.0648255414,0.0161215836,0.01383841212
2015-10-01,1.2415346244,0.09632615364,0.06472316256,0.01669021788,0.0149127732
2015-11-01,1.14609040896,0.08941743216,0.0589973484,0.0162757686,0.01414431516
2015-12-01,1.25424810276,0.08971963476,0.060779727,0.01572933696,0.0132105708
2016-01-01,1.89244695432,0.07927822656,0.05177162256,0.01528775112,0.01221885288
2016-02-01,2.30003191812,0.06941532048,0.04206906888,0.01520757492,0.01213867668
2016-03-01,3.77413056216,0.08783857776,0.059885454,0.01541109912,0.01254202464
2016-04-01,4.1936099736,0.08512985568,0.0571903002,0.01544193612,0.01249761936
2016-05-01,4.07952910884,0.0937629822,0.0635488896,0.01623136332,0.01398272928
2016-06-01,3.6485659986,0.0943550526,0.06410888952,0.0163621122,0.01388405088
2016-07-01,2.87861298084,0.08864527368,0.05748263496,0.01660140732,0.0145612314
2016-08-01,2.26906910316,0.09561690264,0.06575188488,0.0161647554,0.01370026236
2016-09-01,1.9969547808,0.09412809228,0.06487734756,0.01588968936,0.01336105536
2016-10-01,1.92320007768,0.06996791952,0.03961691064,0.0162757686,0.01407524028
2016-11-01,1.83268731528,0.0766361124,0.04811928828,0.01564299336,0.01287383076
2016-12-01,2.44423559796,0.08074606776,0.0520035168,0.01568246472,0.01306008624
2017-01-01,3.50524672392,0.07836051744,0.04951928808,0.01587735456,0.0129638748
2017-02-01,3.33780058044,0.0829885344,0.05284475016,0.01619189196,0.01395189228
2017-03-01,3.30711036456,0.07058465952,0.04244898072,0.01568246472,0.01245321408
2017-04-01,3.23363196096,0.09121461252,0.06183065196,0.0160229052,0.01336105536
2017-05-01,3.04118441136,0.08061778584,0.050708362800000004,0.01623136332,0.01367805972
2017-06-01,2.87585121912,0.07297391028,0.05140034508,0.0161092488,0.013800174240000001
2017-07-01,2.60417971608,0.08791258656,0.05870378016,0.01597603296,0.01323277344
2017-08-01,2.10184992,0.09058553772,0.06033197376,0.0163312752,0.01392228876
2017-09-01,1.64249086668,0.08889443664,0.06097955076,0.01551964536,0.01239524052
2017-10-01,1.50227009376,0.06936844824,0.03974025864,0.0160105704,0.0136176192
2017-11-01,1.56438321264,0.08285161812,0.05336157828,0.01597109904,0.0135189408
2017-12-01,1.51810797696,0.08309461368,0.05345532276,0.01600686996,0.01363242096
2018-01-01,1.73701983996,0.08720210208,0.0592933836,0.01539629736,0.01251242112
2018-02-01,1.80095974272,0.08380633164,0.05411770152,0.0159797334,0.01370889672
