,outflow_km3
2015-04-01,0.3534786144
2015-05-01,0.41149375709184005
2015-06-01,0.35737059998592
2015-07-01,0.33922784499840003
2015-08-01,0.37516359718656
2015-09-01,0.47090048927616
2015-10-01,0.44195245117056003
2015-11-01,0.3487457217945599
2015-12-01,0.61503790574592
2016-01-01,1.64088493632
2016-02-01,0.8581716592128
2016-03-01,2.6353877158656
2016-04-01,0.8950078516607999
2016-05-01,0.5328969174144
2016-06-01,0.5065534585728
2016-07-01,0.4969537235712
2016-08-01,0.57052192529664
2016-09-01,0.61108638691968
2016-10-01,0.487242363744
2016-11-01,0.64706678903808
2016-12-01,1.7972341087103998
2017-01-01,4.047516176256
2017-02-01,5.451756482303999
2017-03-01,2.8004436246528
2017-04-01,2.927919175488
2017-05-01,1.5510641599872
2017-06-01,1.0068559269119999
2017-07-01,0.7245939512448
2017-08-01,0.7097106411648
2017-09-01,0.65127876579072
2017-10-01,0.55442562544512
2017-11-01,0.5926534073855999
2017-12-01,0.46147935399552
2018-01-01,0.6565028076288
2018-02-01,0.48128159805696
2018-03-01,1.0821654759168
2018-04-01,1.2833878281984
2018-05-01,0.637749836928
2018-06-01,0.6248013571584
2018-07-01,0.69145626135168
2018-08-01,0.66946617070848
2018-09-01,0.59184970864128
2018-10-01,0.4827401624448
2018-11-01,0.39143849675904
2018-12-01,0.59583843574272
2019-01-01,1.4564807244288
2019-02-01,2.4497184226176
2019-03-01,3.5365721412096
2019-04-01,2.7671050100736
2019-05-01,1.3312376701056001
2019-06-01,1.1922275539584
2019-07-01,0.7440910874496
2019-08-01,0.7464724170624
2019-09-01,0.6538759033996799
2019-10-01,0.54535424795136
2019-11-01,0.39380494306176
2019-12-01,0.7104548066688
2020-01-01,0.7187150437632
2020-02-01,0.5487476426496001
2020-03-01,0.5540237760729599
2020-04-01,0.6252478564608001
2020-05-01,0.6917762525184
2020-06-01,0.66837968907264
2020-07-01,0.6992923241088
2020-08-01,0.651888981504
2020-09-01,0.51204539999232
2020-10-01,0.36816844144896
2020-11-01,0.3749105809152
2020-12-01,0.354594862656
2021-01-01,0.4251417524352
2021-02-01,0.5316690443327999
2021-03-01,0.46523738979072
2021-04-01,0.43649027637119997
2021-05-01,0.48966834328704
2021-06-01,0.3553018198848
2021-07-01,0.42836398906752
2021-08-01,0.45205821871488
2021-09-01,0.44931968966016
2021-10-01,0.0763513807104
2021-11-01,0.03632271825024
2021-12-01,0.1259128032768
2022-01-01,0.05855838350976
2022-02-01,0.05472593116416
