,inflow_km3
2016-08-01,0.008571211625664
2016-09-01,0.006694630105536001
2016-10-01,0.015191374210560002
2016-11-01,0.021178562870016
2016-12-01,0.08899613391686399
2017-01-01,0.15088609032076802
2017-02-01,0.208516504544064
2017-03-01,0.069053731889472
2017-04-01,0.08153448834873599
2017-05-01,0.046214543309183995
2017-06-01,0.021245583638592004
2017-07-01,0.01653178958208
2017-08-01,0.012763733037696002
2017-09-01,0.010797790492799999
2017-10-01,0.010403112633408
2017-11-01,0.021178562870015998
2017-12-01,0.015169033954368001
2018-01-01,0.024700876596287998
2018-02-01,0.018966877507008
2018-03-01,0.06197931742867201
2018-04-01,0.059067637371648
2018-05-01,0.024812577877248002
2018-06-01,0.016353067532543997
2018-07-01,0.012763733037696002
2018-08-01,0.009948860757503999
2018-09-01,0.007901003939904
2018-10-01,0.008273341543104001
2018-11-01,0.011453104674432002
2018-12-01,0.018013693242815997
2019-01-01,0.05559000415776
2019-02-01,0.11007788901004799
2019-03-01,0.10202050327680001
2019-04-01,0.076783460531904
2019-05-01,0.061212301966080004
2019-06-01,0.03960182747635199
2019-07-01,0.020001976043903996
2019-08-01,0.015183927458496001
2019-09-01,0.011773315013184
2019-10-01,0.010782896988672
2019-11-01,0.010224390583872001
2019-12-01,0.021833877051648
2020-01-01,0.022236001663104004
2020-02-01,0.016561576590336
2020-03-01,0.014223296442240001
2020-04-01,0.021044521332864
2020-05-01,0.01928708784576
2020-06-01,0.013486067987904003
2020-07-01,0.010738216476288002
2020-08-01,0.009233972559360001
2020-09-01,0.007074414460800001
2020-10-01,0.006083996436288001
2020-11-01,0.008258448038976001
2020-12-01,0.009144611534592003
2021-01-01,0.01120736185632
2021-02-01,0.01835624383776
2021-03-01,0.017440293333888003
2021-04-01,0.012138205864320002
2021-05-01,0.011877569542080002
2021-06-01,0.009852052980672
2021-07-01,0.007662707873856001
2021-08-01,0.007454198816064001
2021-09-01,0.006165910708992001
2021-10-01,0.017581781623104
2021-11-01,0.013694577045696002
2021-12-01,0.039668848244928
2022-01-01,0.031030615850688
2022-02-01,0.020627503217280005
2022-03-01,0.020582822704896
