,0
2012-10-01,2.4161529588000006
2012-11-01,2.44731929796
2012-12-01,3.2617232344800007
2013-01-01,3.4705365967200006
2013-02-01,3.63063983376
2013-03-01,3.83982447348
2013-04-01,3.91560948468
2013-05-01,3.6354171018000003
2013-06-01,3.3216136224
2013-07-01,2.8226734293600004
2013-08-01,2.37503983692
2013-09-01,2.18701307964
2013-10-01,2.0007489652799997
2013-11-01,1.87884660384
2013-12-01,1.7648237126399997
2014-01-01,1.7528971945199998
2014-02-01,1.9219653642
2014-03-01,2.3019808165199995
2014-04-01,2.49032457816
2014-05-01,2.3201820474
2014-06-01,2.0348596212
2014-07-01,1.73483534688
2014-08-01,1.5489400430400002
2014-09-01,1.5121613698800003
2014-10-01,1.36213936488
2014-11-01,1.3101753194400003
2014-12-01,1.8425132169600003
